Año,Organismo Promotor,Empleos potenciales comprometidos,Empleos mejorados comprometidos,Empresas atendidas potenciales comprometidas,Empresas atendidas existentes comprometidas,Certificaciones Organizacionales comprometidas,Implantaciones comprometidas, Monto de aportación del PROSOFT ," Monto de aportación de la entidad federativa
 ", Monto de aportación del sector privado , Monto de aportación del sector académico , Monto de aportación de otros aportantes , Total de aportaciones ,Localización-Municipio del Proyecto,Localización-Entidad Federativa del Proyecto,Vinculado al Banco Mundial,Componente de Banco Mundial
2012,CANIETI,0,0,0,1,0,0,"$1,607,180.00",$0.00,"$283,620.00",$0.00,$0.00,"$1,890,800.00",Tlalpan,Distrito Federal,0,
2012,Jalisco,6,0,0,1,1,1,"$705,250.00",$0.00,"$379,750.00",$0.00,$0.00,"$1,085,000.00",Zapopan,Jalisco,1,B. Fortalecimiento de Clústers  
2012,Proyecto Estratégico,0,0,0,1,0,0,"$7,098,958.00",$0.00,$0.00,$0.00,$0.00,"$7,098,958.00",Álvaro Obregón,Distrito Federal,1,G. Fortalecimiento del PROSOFT
2012,CANIETI,0,0,0,13,0,0,"$833,000.00",$0.00,"$147,000.00",$0.00,$0.00,"$980,000.00",Puebla,Puebla,1,B. Fortalecimiento de Clústers  
2012,Jalisco,35,1,0,1,0,0,"$1,695,432.00","$1,695,432.00","$3,390,863.00",$0.00,$0.00,"$6,781,727.00",Guadalajara,Jalisco,0,
2012,Jalisco,0,0,0,1,0,0,"$973,500.00","$973,500.00","$1,947,000.00",$0.00,$0.00,"$3,894,000.00",Guadalajara,Jalisco,0,
2012,Jalisco,170,0,0,3,0,0,"$4,347,575.00","$1,000,000.00","$12,042,723.00",$0.00,$0.00,"$17,390,298.00",El Salto,Jalisco,0,
2012,CANIETI,2,2,0,1,1,1,"$648,726.00",$0.00,"$349,314.00",$0.00,$0.00,"$998,040.00",Culiacán,Sinaloa,1,B. Fortalecimiento de Clústers  
2012,CANIETI,0,0,0,1,0,0,"$1,493,960.00",$0.00,"$263,640.00",$0.00,$0.00,"$1,757,600.00",Guadalajara,Jalisco,1,D. Infraestructura de apoyo
2012,Jalisco,0,0,0,1,0,0,"$3,707,324.70","$1,250,000.00",$0.00,$0.00,$0.00,"$4,957,324.70",Guadalajara,Jalisco,0,
2012,Jalisco,19,0,0,1,0,0,"$375,000.00","$375,000.00","$750,000.00",$0.00,$0.00,"$1,500,000.00",Guadalajara,Jalisco,0,
2012,CANIETI,0,0,0,1,1,1,"$214,500.00",$0.00,"$115,500.00",$0.00,$0.00,"$330,000.00",Monterrey,Nuevo León,1,B. Fortalecimiento de Clústers  
2012,Jalisco,2,6,0,1,1,1,"$678,072.00",$0.00,"$365,116.00",$0.00,$0.00,"$1,043,188.00",Guadalajara,Jalisco,1,B. Fortalecimiento de Clústers  
2012,Proyecto Estratégico,0,0,0,1,0,0,"$2,500,000.00",$0.00,$0.00,$0.00,$0.00,"$2,500,000.00",Cuajimalpa de Morelos,Distrito Federal,1,C. Financiamiento de la Industria de TI
2012,Nuevo León,0,30,0,1,0,0,"$1,365,000.00","$420,000.00","$315,000.00",$0.00,$0.00,"$2,100,000.00",Monterrey,Nuevo León,1,B. Fortalecimiento de Clústers  
2012,AMITI,0,31,0,31,0,0,"$1,365,000.00",$0.00,"$735,000.00",$0.00,$0.00,"$2,100,000.00",Apizaco,Tlaxcala,1,B. Fortalecimiento de Clústers  
2012,CANIETI,0,15,0,15,0,0,"$617,526.00",$0.00,"$332,514.00",$0.00,$0.00,"$950,040.00",Zacatecas,Zacatecas,1,B. Fortalecimiento de Clústers  
2012,CANIETI,0,30,0,31,0,0,"$1,267,500.00",$0.00,"$682,500.00",$0.00,$0.00,"$1,950,000.00",Querétaro,Querétaro,1,B. Fortalecimiento de Clústers  
2012,CANIETI,0,25,0,1,0,0,"$1,170,000.00",$0.00,"$630,000.00",$0.00,$0.00,"$1,800,000.00",Guadalajara,Jalisco,1,B. Fortalecimiento de Clústers  
2012,CANIETI,0,25,0,26,0,0,"$1,039,209.00",$0.00,"$559,574.00",$0.00,$0.00,"$1,598,783.00",Acapulco,Guerrero,1,B. Fortalecimiento de Clústers  
2012,CANIETI,0,15,0,15,0,0,"$680,875.00",$0.00,"$366,625.00",$0.00,$0.00,"$1,047,500.00",Aguascalientes,Aguascalientes,1,B. Fortalecimiento de Clústers  
2012,Proyecto Estratégico,0,0,0,1,0,0,"$1,493,400.00",$0.00,$0.00,$0.00,$0.00,"$1,493,400.00",Cuauhtémoc,Distrito Federal,1,G. Fortalecimiento del PROSOFT
2012,Nuevo León,56,0,0,1,0,0,"$1,621,394.40","$1,080,933.60","$2,702,324.00",$0.00,$0.00,"$5,404,652.00",Guadalupe,Nuevo León,0,
2012,CANIETI,3,2,0,1,1,1,"$648,726.00",$0.00,"$349,314.00",$0.00,$0.00,"$998,040.00",Culiacán,Sinaloa,1,B. Fortalecimiento de Clústers  
2012,CANIETI,0,0,0,1,0,0,"$1,015,568.10",$0.00,"$179,217.90",$0.00,$0.00,"$1,194,786.00",Querétaro,Querétaro,1,D. Infraestructura de apoyo
2012,CANIETI,0,30,0,31,0,0,"$1,365,000.00",$0.00,"$735,000.00",$0.00,$0.00,"$2,100,000.00",Tuxtla Gutiérrez,Chiapas,1,B. Fortalecimiento de Clústers  
2012,Proyecto Estratégico,0,0,0,1,0,0,"$730,000.00",$0.00,$0.00,$0.00,$0.00,"$730,000.00",Guadalajara,Jalisco,1,G. Fortalecimiento del PROSOFT
2012,CANIETI,0,0,0,1,0,0,"$1,020,000.00",$0.00,"$180,000.00",$0.00,$0.00,"$1,200,000.00",Zacatecas,Zacatecas,1,D. Infraestructura de apoyo
2012,CANIETI,0,6,0,1,1,1,"$700,843.00",$0.00,"$377,377.00",$0.00,$0.00,"$1,078,220.00",Tlalnepantla de Baz,Estado de México,1,B. Fortalecimiento de Clústers  
2012,CANIETI,0,0,0,1,0,0,"$1,504,499.90",$0.00,"$265,500.00",$0.00,$0.00,"$1,769,999.90",Guadalajara,Jalisco,1,D. Infraestructura de apoyo
2012,CANIETI,0,5,0,1,1,1,"$587,064.00",$0.00,"$316,112.00",$0.00,$0.00,"$903,176.00",Xicohtzinco,Tlaxcala,1,B. Fortalecimiento de Clústers  
2012,Proyecto Estratégico,0,0,0,1,0,0,"$1,276,000.00",$0.00,$0.00,$0.00,$0.00,"$1,276,000.00",Cuauhtémoc,Distrito Federal,1,G. Fortalecimiento del PROSOFT
2012,Jalisco,2,0,0,1,1,1,"$705,250.00",$0.00,"$379,750.00",$0.00,$0.00,"$1,085,000.00",Guadalajara,Jalisco,1,B. Fortalecimiento de Clústers  
2012,AMITI,0,0,0,1,0,0,"$1,013,342.80",$0.00,"$178,825.20",$0.00,$0.00,"$1,192,168.00",Cuauhtémoc,Distrito Federal,1,"F. Fortalecimiento institucional y mejora del marco legal, regulatorio y de políticas sectoriales"
2012,Proyecto Estratégico,0,0,0,1,0,0,"$1,566,464.00",$0.00,$0.00,$0.00,$0.00,"$1,566,464.00",Cuauhtémoc,Distrito Federal,1,G. Fortalecimiento del PROSOFT
2012,CANIETI,0,0,0,1,0,0,"$1,005,720.00",$0.00,"$177,480.00",$0.00,$0.00,"$1,183,200.00",Cuauhtémoc,Distrito Federal,1,"E. Subcontratación (""Outsourcing"") de servicios del Gobierno"
2012,AMITI,0,0,0,1,0,0,"$1,020,000.00",$0.00,"$180,000.00",$0.00,$0.00,"$1,200,000.00",Cuauhtémoc,Distrito Federal,1,"F. Fortalecimiento institucional y mejora del marco legal, regulatorio y de políticas sectoriales"
2012,Nuevo León,51,0,0,1,0,0,"$2,185,872.00","$1,457,248.00","$3,643,120.00",$0.00,$0.00,"$7,286,240.00",Monterrey,Nuevo León,0,
2012,Veracruz,12,0,0,1,0,0,"$1,020,101.60","$1,020,101.60","$2,040,203.20",$0.00,$0.00,"$4,080,406.40",Xalapa,Veracruz,0,
2012,CANIETI,0,0,0,1,0,0,"$1,493,960.00",$0.00,"$263,640.00",$0.00,$0.00,"$1,757,600.00",Cajeme,Sonora,1,D. Infraestructura de apoyo
2012,CANIETI,0,0,0,15,0,0,"$640,900.00",$0.00,"$113,100.00",$0.00,$0.00,"$754,000.00",Acapulco,Guerrero,1,B. Fortalecimiento de Clústers  
2012,Jalisco,51,0,0,1,0,0,"$8,490,420.00","$1,000,000.00","$24,471,259.00",$0.00,$0.00,"$33,961,679.00",Tlaquepaque,Jalisco,0,
2012,Jalisco,1,0,0,1,1,1,"$213,909.80",$0.00,"$115,182.20",$0.00,$0.00,"$329,092.00",Tlajomulco de Zúñiga,Jalisco,1,B. Fortalecimiento de Clústers  
2012,Proyecto Estratégico,0,0,0,1,0,0,"$497,280.00",$0.00,$0.00,$0.00,$0.00,"$497,280.00",Cuauhtémoc,Distrito Federal,1,G. Fortalecimiento del PROSOFT
2013,AMESOL,0,0,0,1,0,0,"$317,686.60",$0.00,"$953,059.80",$0.00,$0.00,"$1,270,746.40",Culiacán,Sinaloa,0,
2013,CANIETI,0,0,0,1,1,1,"$803,236.20",$0.00,"$432,511.80",$0.00,$0.00,"$1,235,748.00",Zapopan,Jalisco,1,B. Fortalecimiento de Clústers
2013,CANIETI,0,0,0,1,0,0,"$1,000,000.00",$0.00,$0.00,$0.00,$0.00,"$1,000,000.00",Cuauhtémoc,Distrito Federal,1,G. Fortalecimiento del PROSOFT
2013,CANIETI,0,0,0,1,0,0,"$473,280.00",$0.00,"$83,520.00",$0.00,$0.00,"$556,800.00",Apodaca,Nuevo León,1,B. Fortalecimiento de Clústers
2013,CANIETI,0,4,0,1,1,1,"$648,438.00",$0.00,"$349,158.00",$0.00,$0.00,"$997,596.00",Victoria,Tamaulipas,1,B. Fortalecimiento de Clústers
2013,Yucatán,4,6,0,1,1,1,"$162,900.00","$162,900.00","$325,800.00",$0.00,$0.00,"$651,600.00",Mérida,Yucatán,0,
2013,CANIETI,0,0,0,1,0,0,"$1,062,500.00",$0.00,"$187,500.00",$0.00,$0.00,"$1,250,000.00",Cuauhtémoc,Distrito Federal,1,"E. Subcontratación (""Outsourcing"") de servicios del Gobierno"
2013,AMITI,5,10,0,1,0,1,"$224,242.90",$0.00,"$672,730.30",$0.00,$0.00,"$896,973.20",Miguel Hidalgo,Distrito Federal,0,
2013,Yucatán,17,4,0,1,0,0,"$615,149.00","$615,149.00","$1,230,298.00",$0.00,$0.00,"$2,460,596.00",Mérida,Yucatán,0,
2013,AMITI,0,23491,0,1,0,0,"$190,000,000.00",$0.00,"$232,222,222.00",$0.00,$0.00,"$422,222,222.00",Cuauhtémoc,Distrito Federal,1,A. Desarrollo de Capital Humano
2013,Nuevo León,0,47,0,2,0,0,"$1,298,200.00","$1,298,200.00","$2,596,500.00",$0.00,$0.00,"$5,192,900.00",San Pedro Garza García,Nuevo León,0,
2013,AMITI,0,1101,0,36,0,0,"$7,234,766.00",$0.00,"$21,704,296.00",$0.00,$0.00,"$28,939,062.00",Cuauhtémoc,Distrito Federal,0,
2013,Nuevo León,80,0,0,1,0,0,"$1,785,187.00","$1,190,125.00","$2,975,313.00",$0.00,$0.00,"$5,950,625.00",San Pedro Garza García,Nuevo León,0,
2013,AMITI,0,324,0,14,0,0,"$1,729,566.00",$0.00,"$5,188,697.00",$0.00,$0.00,"$6,918,263.00",Cuauhtémoc,Distrito Federal,0,
2013,Nuevo León,0,75,0,37,0,0,"$984,187.50","$984,187.50","$1,968,375.00",$0.00,$0.00,"$3,936,750.00",San Pedro Garza García,Nuevo León,0,
2013,CANIETI,0,0,0,1,0,0,"$986,000.00",$0.00,"$174,000.00",$0.00,$0.00,"$1,160,000.00",Miguel Hidalgo,Distrito Federal,1,"F. Fortalecimiento institucional y mejora del marco legal, regulatorio y de políticas sectoriales"
2013,CANIETI,94,0,0,3,0,0,"$1,207,816.00",$0.00,"$2,818,237.70",$0.00,$0.00,"$4,026,053.70",Zapopan,Jalisco,0,
2013,AMITI,0,1,0,1,1,1,"$810,763.00",$0.00,"$436,565.00",$0.00,$0.00,"$1,247,328.00",Coyoacán,Distrito Federal,1,B. Fortalecimiento de Clústers
2013,AMITI,2,2,0,1,1,1,"$812,208.00",$0.00,"$437,344.00",$0.00,$0.00,"$1,249,552.00",Coyoacán,Distrito Federal,1,B. Fortalecimiento de Clústers
2013,CANIETI,"1,049",1191,0,2,0,0,"$34,999,999.00",$0.00,"$95,554,960.60",$0.00,$0.00,"$130,554,959.60",Azcapotzalco,Distrito Federal,0,
2013,CANIETI,0,0,0,1,1,1,"$810,549.00",$0.00,"$436,451.00",$0.00,$0.00,"$1,247,000.00",Benito Juárez,Distrito Federal,1,B. Fortalecimiento de Clústers
2013,CANIETI,0,2,0,1,1,1,"$786,882.00",$0.00,"$423,706.00",$0.00,$0.00,"$1,210,588.00",Chihuahua,Chihuahua,1,B. Fortalecimiento de Clústers
2013,CANIETI,0,3,0,1,1,1,"$811,967.00",$0.00,"$437,214.00",$0.00,$0.00,"$1,249,181.00",Monterrey,Nuevo León,1,B. Fortalecimiento de Clústers
2013,Nuevo León,0,0,0,1,0,0,"$750,000.00","$750,000.00","$1,500,000.00",$0.00,$0.00,"$3,000,000.00",San Pedro Garza García,Nuevo León,0,
2013,Nuevo León,0,0,0,1,0,0,"$750,000.00","$750,000.00","$1,500,000.00",$0.00,$0.00,"$3,000,000.00",Monterrey,Nuevo León,0,
2013,AMITI,0,0,0,8,0,0,"$37,892,737.00",$0.00,"$6,686,955.00",$0.00,$0.00,"$44,579,692.00",Cuauhtémoc,Distrito Federal,0,
2013,CANIETI,0,2,0,1,1,1,"$812,500.00",$0.00,"$437,500.00",$0.00,$0.00,"$1,250,000.00",Guadalajara,Jalisco,1,B. Fortalecimiento de Clústers
2013,CANIETI,70,43,0,1,0,0,"$2,412,048.00",$0.00,"$7,236,145.00",$0.00,$0.00,"$9,648,193.00",Cuautlancingo,Puebla,0,
2013,Yucatán,6,6,0,1,0,0,"$335,111.00","$335,111.00","$670,222.00",$0.00,$0.00,"$1,340,444.00",Mérida,Yucatán,0,
2013,AMITI,5,25,0,1,0,0,"$902,915.00",$0.00,"$2,708,745.00",$0.00,$0.00,"$3,611,660.00",Azcapotzalco,Distrito Federal,0,
2013,CANIETI,0,0,0,1,0,0,"$1,062,500.00",$0.00,"$187,500.00",$0.00,$0.00,"$1,250,000.00",Miguel Hidalgo,Distrito Federal,1,"F. Fortalecimiento institucional y mejora del marco legal, regulatorio y de políticas sectoriales"
2013,CANIETI,0,0,0,1,0,0,"$986,000.00",$0.00,"$174,000.00",$0.00,$0.00,"$1,160,000.00",Miguel Hidalgo,Distrito Federal,1,"F. Fortalecimiento institucional y mejora del marco legal, regulatorio y de políticas sectoriales"
2013,Proyecto Estratégico,0,0,0,1,0,0,"$7,180,504.00",$0.00,$0.00,$0.00,$0.00,"$7,180,504.00",Álvaro Obregón,Distrito Federal,1,G. Fortalecimiento del PROSOFT
2013,AMITI,0,0,0,1,0,0,"$1,986,800.40",$0.00,"$552,762.60",$0.00,$0.00,"$2,539,563.00",Cuauhtémoc,Distrito Federal,0,
2013,AMITI,0,0,0,1,0,0,"$1,000,000.00",$0.00,"$3,000,000.00",$0.00,$0.00,"$4,000,000.00",Cuauhtémoc,Distrito Federal,0,
2013,AMITI,0,166,0,55,54,54,"$8,204,510.00",$0.00,"$8,204,510.00",$0.00,$0.00,"$16,409,020.00",Cuauhtémoc,Distrito Federal,0,
2013,AMITI,0,50,0,51,50,50,"$11,300,000.00",$0.00,"$11,300,000.00",$0.00,$0.00,"$22,600,000.00",Cuauhtémoc,Distrito Federal,0,
2013,AMITI,0,0,0,100,0,0,"$6,425,000.00",$0.00,"$1,175,000.00",$0.00,$0.00,"$7,600,000.00",Cuauhtémoc,Distrito Federal,0,
2013,Aguascalientes,0,0,0,1,0,0,"$550,420.00","$550,420.00","$1,100,840.00",$0.00,$0.00,"$2,201,680.00",Aguascalientes,Aguascalientes,0,
2013,Yucatán,1,0,0,1,0,0,"$56,840.00","$56,840.00","$113,680.00",$0.00,$0.00,"$227,360.00",Mérida,Yucatán,0,
2013,Yucatán,30,4,0,1,0,0,"$1,000,000.00","$1,000,000.00","$2,419,880.00",$0.00,$0.00,"$4,419,880.00",Mérida,Yucatán,0,
2013,AMITI,51,12,0,1,0,0,"$2,226,973.00",$0.00,"$5,196,271.00",$0.00,$0.00,"$7,423,244.00",Coyoacán,Distrito Federal,0,
2013,Yucatán,27,10,0,1,0,0,"$1,000,000.00","$1,000,000.00","$2,000,000.00",$0.00,$0.00,"$4,000,000.00",Mérida,Yucatán,0,
2013,Tabasco,2,10,0,1,0,0,"$291,000.00","$291,000.00","$582,000.00",$0.00,$0.00,"$1,164,000.00",Centro,Tabasco,0,
2013,AMITI,90,90,0,1,0,0,"$4,105,251.00",$0.00,"$9,578,919.00",$0.00,$0.00,"$13,684,170.00",Álvaro Obregón,Distrito Federal,0,
2013,Yucatán,4,3,0,9,0,0,"$696,679.80","$696,679.80","$1,393,359.50",$0.00,$0.00,"$2,786,719.10",Mérida,Yucatán,0,
2013,Yucatán,26,0,0,1,0,0,"$1,000,000.00","$1,000,000.00","$2,000,000.00",$0.00,$0.00,"$4,000,000.00",Mérida,Yucatán,0,
2013,Tabasco,5,0,0,1,0,0,"$505,500.00","$505,500.00","$1,011,000.00",$0.00,$0.00,"$2,022,000.00",Centro,Tabasco,0,
2013,Nuevo León,48,0,0,1,0,0,"$1,758,000.00","$1,172,000.00","$2,930,000.00",$0.00,$0.00,"$5,860,000.00",San Pedro Garza García,Nuevo León,0,
2013,CANIETI,100,59,0,1,0,0,"$4,457,288.00",$0.00,"$10,400,336.00",$0.00,$0.00,"$14,857,624.00",Zapopan,Jalisco,0,
2013,Yucatán,15,21,0,1,0,0,"$999,376.00","$999,376.00","$1,998,758.60",$0.00,$0.00,"$3,997,510.60",Mérida,Yucatán,0,
2013,Yucatán,16,11,0,1,0,0,"$574,318.00","$574,318.00","$1,148,636.00",$0.00,$0.00,"$2,297,272.00",Mérida,Yucatán,0,
2013,Yucatán,8,2,0,1,0,0,"$488,650.00","$488,650.00","$977,300.00",$0.00,$0.00,"$1,954,600.00",Mérida,Yucatán,0,
2013,Baja California,5,2,0,1,1,1,"$259,518.00","$259,518.00","$519,036.00",$0.00,$0.00,"$1,038,072.00",Tijuana,Baja California,0,
2013,Baja California,0,2,0,1,1,1,"$236,334.50","$236,334.50","$472,669.10",$0.00,$0.00,"$945,338.10",Mexicali,Baja California,0,
2013,Nuevo León,80,0,0,1,0,0,"$1,908,000.00","$1,272,000.00","$3,180,000.00",$0.00,$0.00,"$6,360,000.00",Monterrey,Nuevo León,0,
2013,Nuevo León,58,0,0,1,0,0,"$1,412,489.00","$941,659.00","$2,354,149.00",$0.00,$0.00,"$4,708,297.00",Santiago,Nuevo León,0,
2013,Nuevo León,52,0,0,1,0,0,"$1,123,473.60","$748,982.40","$1,872,456.00",$0.00,$0.00,"$3,744,912.00",Monterrey,Nuevo León,0,
2013,Yucatán,15,0,0,1,0,0,"$647,240.00","$647,240.00","$1,294,480.00",$0.00,$0.00,"$2,588,960.00",Mérida,Yucatán,0,
2013,Yucatán,0,0,0,1,0,0,"$1,000,000.00","$1,000,000.00","$2,408,000.00",$0.00,$0.00,"$4,408,000.00",Valladolid,Yucatán,0,
2013,AMITI,0,0,0,1,1,1,"$812,468.00",$0.00,"$437,482.00",$0.00,$0.00,"$1,249,950.00",Mérida,Yucatán,1,B. Fortalecimiento de Clústers
2013,Yucatán,0,0,0,1,0,0,"$217,500.00","$217,500.00","$435,000.00",$0.00,$0.00,"$870,000.00",Mérida,Yucatán,0,
2013,Yucatán,4,12,0,1,0,0,"$385,873.00","$385,873.00","$771,747.00",$0.00,$0.00,"$1,543,493.00",Mérida,Yucatán,0,
2013,Yucatán,13,8,0,1,0,0,"$354,960.00","$354,960.00","$709,910.00",$0.00,$0.00,"$1,419,830.00",Mérida,Yucatán,0,
2013,Yucatán,14,0,0,1,0,0,"$999,994.00","$999,994.00","$2,009,612.00",$0.00,$0.00,"$4,009,600.00",Mérida,Yucatán,0,
2013,Yucatán,10,0,0,1,0,0,"$1,045,710.00","$1,045,710.00","$2,091,430.00",$0.00,$0.00,"$4,182,850.00",Mérida,Yucatán,0,
2013,AMITI,5,0,0,1,1,1,"$128,776.00",$0.00,"$386,328.00",$0.00,$0.00,"$515,104.00",Miguel Hidalgo,Distrito Federal,0,
2013,Tabasco,3,0,0,1,0,0,"$127,490.00","$127,490.00","$254,980.00",$0.00,$0.00,"$509,960.00",Centro,Tabasco,0,
2013,CANIETI,3,0,0,1,0,0,"$1,000,000.00",$0.00,"$3,000,000.00",$0.00,$0.00,"$4,000,000.00",Hermosillo,Sonora,0,
2013,CANIETI,51,0,0,1,0,0,"$2,606,520.00",$0.00,"$6,081,880.00",$0.00,$0.00,"$8,688,400.00",Monterrey,Nuevo León,0,
2013,CANIETI,0,0,0,1,0,0,"$975,000.00",$0.00,"$526,040.00",$0.00,$0.00,"$1,501,040.00",Benito Juárez,Distrito Federal,0,
2013,Proyecto Estratégico,0,0,0,1,0,0,"$1,000,000.00",$0.00,$0.00,$0.00,$0.00,"$1,000,000.00",Guadalajara,Jalisco,1,G. Fortalecimiento del PROSOFT
2013,CANIETI,0,0,0,1,0,0,"$2,500,496.00",$0.00,"$441,264.00",$0.00,$0.00,"$2,941,760.00",Tlalpan,Distrito Federal,0,
2013,CANIETI,0,0,0,1,0,0,"$1,430,000.00",$0.00,"$770,000.00",$0.00,$0.00,"$2,200,000.00",Benito Juárez,Distrito Federal,0,
2013,CANIETI,0,0,0,1,0,0,"$550,000.00",$0.00,"$550,000.00",$0.00,$0.00,"$1,100,000.00",Benito Juárez,Distrito Federal,0,
2013,CANIETI,0,0,0,1,0,0,"$10,017,950.00",$0.00,"$4,040,090.00",$0.00,$0.00,"$14,058,040.00",Cuauhtémoc,Distrito Federal,0,
2013,CANIETI,0,0,0,1,0,0,"$179,800.00",$0.00,"$179,800.00",$0.00,$0.00,"$359,600.00",Cuauhtémoc,Distrito Federal,0,
2013,CANIETI,0,0,0,1,0,0,"$60,900.00",$0.00,"$60,900.00",$0.00,$0.00,"$121,800.00",Cuauhtémoc,Distrito Federal,0,
2013,CANIETI,0,0,0,1,0,0,"$677,987.00",$0.00,"$677,987.00",$0.00,$0.00,"$1,355,974.00",Cuauhtémoc,Distrito Federal,0,
2013,AMITI,0,500,0,500,0,0,"$6,270,588.00",$0.00,"$14,631,372.00",$0.00,$0.00,"$20,901,960.00",Cuauhtémoc,Distrito Federal,0,
2013,AMITI,10,10,0,1,0,1,"$947,914.50",$0.00,"$2,843,744.00",$0.00,$0.00,"$3,791,658.50",Azcapotzalco,Distrito Federal,0,
2013,AMITI,2,2,0,1,0,0,"$727,427.00",$0.00,"$2,182,282.00",$0.00,$0.00,"$2,909,709.00",Cuauhtémoc,Distrito Federal,0,
2013,AMITI,0,0,0,1,0,0,"$4,756,668.00",$0.00,"$839,412.00",$0.00,$0.00,"$5,596,080.00",Cuauhtémoc,Distrito Federal,0,
2013,CANIETI,55,0,0,1,0,0,"$3,470,851.00",$0.00,"$8,098,652.00",$0.00,$0.00,"$11,569,503.00",Zapopan,Jalisco,0,
2013,CANIETI,4,0,0,1,0,0,"$1,215,000.00",$0.00,"$3,645,000.00",$0.00,$0.00,"$4,860,000.00",Cuauhtémoc,Distrito Federal,0,
2013,Zacatecas,6,2,0,1,0,0,"$237,427.60","$237,427.60","$474,855.20",$0.00,$0.00,"$949,710.40",Zacatecas,Zacatecas,0,
2013,CANIETI,150,265,0,1,0,0,"$5,854,640.00",$0.00,"$13,660,826.70",$0.00,$0.00,"$19,515,466.70",Cuajimalpa de Morelos,Distrito Federal,0,
2013,CANIETI,80,41,0,1,0,0,"$2,884,176.90",$0.00,"$6,729,746.70",$0.00,$0.00,"$9,613,923.60",Magdalena Contreras,Distrito Federal,0,
2013,CANIETI,70,12,0,1,0,0,"$2,245,782.00",$0.00,"$6,737,347.00",$0.00,$0.00,"$8,983,129.00",Cuautlancingo,Puebla,0,
2013,CANIETI,"1,923",0,0,1,0,0,"$17,863,262.60",$0.00,"$50,054,164.90",$0.00,$0.00,"$67,917,427.50",Iztacalco,Distrito Federal,0,
2013,CANIETI,79,0,0,1,0,0,"$3,309,324.00",$0.00,"$7,721,756.00",$0.00,$0.00,"$11,031,080.00",Monterrey,Nuevo León,0,
2013,AMESOL,7,0,0,1,0,0,"$1,015,000.00",$0.00,"$3,045,000.00",$0.00,$0.00,"$4,060,000.00",Miguel Hidalgo,Distrito Federal,0,
2013,AMESOL,500,1433,0,1,1,1,"$27,348,610.30",$0.00,"$63,834,053.00",$0.00,$0.00,"$91,182,663.30",Culiacán,Sinaloa,0,
2013,CANIETI,31,25,0,1,0,0,"$1,176,812.00",$0.00,"$3,530,434.30",$0.00,$0.00,"$4,707,246.30",Monterrey,Nuevo León,0,
2013,CANIETI,2,5,0,1,0,0,"$560,260.20",$0.00,"$1,680,780.80",$0.00,$0.00,"$2,241,041.00",Miguel Hidalgo,Distrito Federal,0,
2013,Zacatecas,0,0,0,1,0,0,"$1,488,280.00","$1,488,280.00","$2,976,560.00",$0.00,$0.00,"$5,953,120.00",Guadalupe,Zacatecas,0,
2013,Zacatecas,0,0,0,1,0,0,"$464,000.00","$464,000.00","$928,000.00",$0.00,$0.00,"$1,856,000.00",Zacatecas,Zacatecas,0,
2013,CANIETI,0,0,0,1,0,0,"$124,500.00",$0.00,"$373,500.00",$0.00,$0.00,"$498,000.00",Mérida,Yucatán,0,
2013,CANIETI,7,4,0,1,0,0,"$1,043,629.60",$0.00,"$3,130,889.00",$0.00,$0.00,"$4,174,518.60",Cuauhtémoc,Distrito Federal,0,
2013,CANIETI,30,0,0,1,0,0,"$1,520,390.30",$0.00,"$4,561,170.80",$0.00,$0.00,"$6,081,561.10",Puebla,Puebla,0,
2013,Yucatán,2,0,0,1,0,0,"$200,680.00","$200,680.00","$401,360.00",$0.00,$0.00,"$802,720.00",Mérida,Yucatán,0,
2013,CANIETI,110,44,0,1,0,0,"$536,970.00",$0.00,"$1,611,010.00",$0.00,$0.00,"$2,147,980.00",Miguel Hidalgo,Distrito Federal,0,
2013,CANIETI,0,16,0,1,1,1,"$112,953.00",$0.00,"$338,859.00",$0.00,$0.00,"$451,812.00",Veracruz,Veracruz,0,
2013,Tlaxcala,2,1,0,1,0,0,"$243,774.00","$243,774.00","$488,556.00",$0.00,$0.00,"$976,104.00",Ixtacuixtla de Mariano Matamoros,Tlaxcala,0,
2013,CANIETI,"1,000",0,0,1,0,0,"$10,864,167.00",$0.00,"$27,550,137.00",$0.00,$0.00,"$38,414,304.00",Tecámac,Estado de México,0,
2013,CANIETI,715,0,0,1,0,0,"$8,166,546.00",$0.00,"$19,055,285.00",$0.00,$0.00,"$27,221,831.00",Álvaro Obregón,Distrito Federal,0,
2013,Yucatán,0,0,0,1,0,0,"$730,497.00","$730,497.00","$1,460,994.00",$0.00,$0.00,"$2,921,988.00",Mérida,Yucatán,0,
2013,CANIETI,262,0,0,1,0,0,"$2,801,000.00",$0.00,"$6,537,000.00",$0.00,$0.00,"$9,338,000.00",Tlaquepaque,Jalisco,0,
2013,CANIETI,250,0,0,2,0,0,"$6,978,270.00",$0.00,"$16,282,540.00",$0.00,$0.00,"$23,260,810.00",Tlajomulco de Zúñiga,Jalisco,0,
2013,Tabasco,2,0,0,1,0,0,"$184,595.90","$184,595.90","$369,191.90",$0.00,$0.00,"$738,383.70",Centro,Tabasco,0,
2013,CANIETI,51,0,0,1,0,0,"$6,891,517.30",$0.00,"$23,286,133.70",$0.00,$0.00,"$30,177,651.00",Tlaquepaque,Jalisco,0,
